"","outcome","exposure","method","nsnp","b","se","pval","Q","Q_df","Q_pval","egger_intercept","egger_intercept_se","egger_intercept_pval","pmid","year","author","consortium","subcategory","ncase","ncontrol","sample_size","unit","sd","sex","population"
"545","Parents' age at death","LDL cholesterol","MR Egger",52,0.106596660276924,0.03763600398539,0.00664382729061594,72.989862833101,50,0.0186189214246023,0.00275328807605084,0.00244926638959268,0.266326927460805,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,"SD",NA,"Males and females","European"
"546","Parents' age at death","LDL cholesterol","Weighted median",52,0.102837004207458,0.0333684984359649,0.00205712316211331,NA,NA,NA,NA,NA,NA,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,"SD",NA,"Males and females","European"
"547","Top 1 % survival","LDL cholesterol","Inverse variance weighted",52,0.0107491712475976,0.00227600593239664,2.32594232228961e-06,52.6596186151987,51,0.409639708915552,NA,NA,NA,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,"log odds",NA,"Males and females","European"
"548","Top 1 % survival","LDL cholesterol","MR Egger",52,0.0160110277664118,0.00354469795280896,3.84824262428183e-05,50.0820563425521,50,0.470138498133233,0.000438578520430598,0.000230358892209701,0.0626871801473128,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,"log odds",NA,"Males and females","European"
"549","Top 1 % survival","LDL cholesterol","Weighted median",52,0.0139514327171586,0.00321785237913502,1.45340081634475e-05,NA,NA,NA,NA,NA,NA,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,"log odds",NA,"Males and females","European"
"550","Birth length","LDL cholesterol","Inverse variance weighted",46,-0.0500310764104745,0.0258684209012092,0.0531057593795307,40.8249258013742,45,0.649357524693465,NA,NA,NA,25281659,2015,"van der Valk RJ","EGG","Anthropometric",NA,NA,28459,"SD (cm)",1.96,"Males and females","European"
"551","Birth length","LDL cholesterol","MR Egger",46,-0.11322626412691,0.0420913743105415,0.0100583452370166,38.1304515278335,44,0.720370855754429,-0.00488368980643068,0.00256599056047137,0.063564451725114,25281659,2015,"van der Valk RJ","EGG","Anthropometric",NA,NA,28459,"SD (cm)",1.96,"Males and females","European"
"552","Birth length","LDL cholesterol","Weighted median",46,-0.0787890161925867,0.0362265641580199,0.0296378968567853,NA,NA,NA,NA,NA,NA,25281659,2015,"van der Valk RJ","EGG","Anthropometric",NA,NA,28459,"SD (cm)",1.96,"Males and females","European"
"553","Birth weight","LDL cholesterol","Inverse variance weighted",52,-0.0132820428283391,0.0144299536418138,0.35733793987799,116.60515137848,51,4.76069134521469e-07,NA,NA,NA,27680694,2016,"Horikoshi",NA,"Anthropometric",NA,NA,153781,"SD",NA,"Males and females","Mixed"
"554","Birth weight","LDL cholesterol","MR Egger",52,0.00365359650835222,0.0231628522491354,0.875300779638896,116.89160792926,50,2.80754243291688e-07,0.00139352049371947,0.00148972029064798,0.354065762026584,27680694,2016,"Horikoshi",NA,"Anthropometric",NA,NA,153781,"SD",NA,"Males and females","Mixed"
"555","Birth weight","LDL cholesterol","Weighted median",52,0.000287554294951807,0.014138781598751,0.983773756267284,NA,NA,NA,NA,NA,NA,27680694,2016,"Horikoshi",NA,"Anthropometric",NA,NA,153781,"SD",NA,"Males and females","Mixed"
"556","Body fat","LDL cholesterol","Inverse variance weighted",52,0.0364688430232737,0.0175268171457324,0.0374572220586033,84.5223313486087,51,0.00219771441719825,NA,NA,NA,26833246,2016,"Lu",NA,"Anthropometric",NA,NA,100716,"SD",NA,"Males and females","European"
"557","Body fat","LDL cholesterol","MR Egger",52,0.0885177614333607,0.0278442921083905,0.00253613186148756,77.6759767516338,50,0.00732278356324128,0.00396108202723737,0.00168975838728376,0.0230836584373844,26833246,2016,"Lu",NA,"Anthropometric",NA,NA,100716,"SD",NA,"Males and females","European"
"558","Body fat","LDL cholesterol","Weighted median",52,0.0546168529233823,0.0224603345225368,0.0150280427478683,NA,NA,NA,NA,NA,NA,26833246,2016,"Lu",NA,"Anthropometric",NA,NA,100716,"SD",NA,"Males and females","European"
"559","Body mass index","LDL cholesterol","Inverse variance weighted",52,0.0284348720722542,0.0143070123949589,0.0468694538966941,134.599486857254,51,1.8200863564383e-09,NA,NA,NA,25673413,2015,"Locke AE","GIANT","Anthropometric",NA,NA,339224,"SD (kg/m^2)",4.77,"Males and females","Mixed"
"560","Body mass index","LDL cholesterol","MR Egger",52,0.0638368214383347,0.0230309067933479,0.00780988435868223,127.763774412898,50,9.80304466141864e-09,0.0026869097178148,0.00139148283009958,0.0591665362139867,25673413,2015,"Locke AE","GIANT","Anthropometric",NA,NA,339224,"SD (kg/m^2)",4.77,"Males and females","Mixed"
"561","Body mass index","LDL cholesterol","Weighted median",52,0.0305238710384204,0.0138094200177646,0.0270797787504435,NA,NA,NA,NA,NA,NA,25673413,2015,"Locke AE","GIANT","Anthropometric",NA,NA,339224,"SD (kg/m^2)",4.77,"Males and females","Mixed"
"562","Childhood obesity","LDL cholesterol","Inverse variance weighted",48,0.0466644148896966,0.0753909109459131,0.53593871988274,42.9233315701432,47,0.642052048841841,NA,NA,NA,22484627,2012,"Bradfield JP","EGG","Anthropometric",5530,8318,13848,"log odds",NA,"Males and females","European"
"563","Childhood obesity","LDL cholesterol","MR Egger",48,0.0221379017147607,0.122167336662193,0.856999104948129,43.7913522052699,46,0.565214183457959,-0.00194973821319047,0.0076419042523771,0.799754023637337,22484627,2012,"Bradfield JP","EGG","Anthropometric",5530,8318,13848,"log odds",NA,"Males and females","European"
"564","Childhood obesity","LDL cholesterol","Weighted median",48,0.0639496126828353,0.111473980670994,0.566189103870028,NA,NA,NA,NA,NA,NA,22484627,2012,"Bradfield JP","EGG","Anthropometric",5530,8318,13848,"log odds",NA,"Males and females","European"
"565","Difference in height between adolescence and adulthood","LDL cholesterol","Inverse variance weighted",46,-0.0432119224246956,0.0751470304682107,0.565269878463214,52.5296088555756,45,0.205334939803873,NA,NA,NA,23449627,2013,"Cousminer","EGG","Anthropometric",NA,NA,4282,"SD",NA,"Males","European"
"566","Difference in height between adolescence and adulthood","LDL cholesterol","MR Egger",46,-0.0937921270206297,0.130236458878693,0.475230117104061,53.4463915922806,44,0.155590962651476,-0.00358374138247115,0.00750366074333149,0.635299691338086,23449627,2013,"Cousminer","EGG","Anthropometric",NA,NA,4282,"SD",NA,"Males","European"
"567","Difference in height between adolescence and adulthood","LDL cholesterol","Weighted median",46,-0.105000177432042,0.10724642805124,0.327552685654805,NA,NA,NA,NA,NA,NA,23449627,2013,"Cousminer","EGG","Anthropometric",NA,NA,4282,"SD",NA,"Males","European"
"568","Difference in height between childhood and adulthood","LDL cholesterol","Inverse variance weighted",46,-0.0276321581730508,0.0629803267748477,0.660847988484716,46.6739133713201,45,0.403446365263331,NA,NA,NA,23449627,2013,"Cousminer","EGG","Anthropometric",NA,NA,5043,"SD",NA,"Males","European"
"569","Difference in height between childhood and adulthood","LDL cholesterol","MR Egger",46,0.00267385277319749,0.109235777550272,0.980582159689864,47.6086735613832,44,0.328045389377299,0.00215261817712345,0.00630783348959068,0.734531389004759,23449627,2013,"Cousminer","EGG","Anthropometric",NA,NA,5043,"SD",NA,"Males","European"
"570","Difference in height between childhood and adulthood","LDL cholesterol","Weighted median",46,-0.0681276259067173,0.0934368184393935,0.465921893255105,NA,NA,NA,NA,NA,NA,23449627,2013,"Cousminer","EGG","Anthropometric",NA,NA,5043,"SD",NA,"Males","European"
"571","Extreme body mass index","LDL cholesterol","Inverse variance weighted",46,0.0572664774896465,0.090795489679479,0.528224006830256,55.7609696357288,45,0.13055509153254,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",7962,8106,16068,"log odds",NA,"Males and females","European"
"572","Extreme body mass index","LDL cholesterol","MR Egger",46,0.140853399976052,0.150443668481941,0.354253283148614,56.4017369686418,44,0.0994743874509284,0.00621816683436006,0.00889430925767371,0.488158013639415,23563607,2013,"Berndt SI","GIANT","Anthropometric",7962,8106,16068,"log odds",NA,"Males and females","European"
"573","Extreme body mass index","LDL cholesterol","Weighted median",46,0.188278420978861,0.129434382390669,0.145773250504266,NA,NA,NA,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",7962,8106,16068,"log odds",NA,"Males and females","European"
"574","Extreme height","LDL cholesterol","Inverse variance weighted",46,0.128550850867133,0.0688775546408922,0.0619899234370075,53.4983931532614,45,0.180300418791278,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",8097,8099,16196,"log odds",NA,"Males and females","European"
"575","Extreme height","LDL cholesterol","MR Egger",46,0.213335878786938,0.12149495858052,0.0860607642511247,53.8336296553002,44,0.14710947550442,0.00441931184459246,0.00520903057322845,0.400810402851005,23563607,2013,"Berndt SI","GIANT","Anthropometric",8097,8099,16196,"log odds",NA,"Males and females","European"
"576","Extreme height","LDL cholesterol","Weighted median",46,0.00652686239003375,0.0979855006781237,0.946891793045208,NA,NA,NA,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",8097,8099,16196,"log odds",NA,"Males and females","European"
"577","Extreme waist-to-hip ratio","LDL cholesterol","Inverse variance weighted",46,0.0780527591056255,0.099837717145797,0.434334288552859,53.2021403896743,45,0.187713113947657,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",4774,5481,10255,"log odds",NA,"Males and females","European"
"578","Extreme waist-to-hip ratio","LDL cholesterol","MR Egger",46,0.034596119602696,0.171725930816813,0.841266422476614,54.2906608423758,44,0.137553500765329,-0.00302405179569485,0.00967202491316489,0.756016372247924,23563607,2013,"Berndt SI","GIANT","Anthropometric",4774,5481,10255,"log odds",NA,"Males and females","European"
"579","Extreme waist-to-hip ratio","LDL cholesterol","Weighted median",46,0.149344872605392,0.148301338781962,0.313917197181843,NA,NA,NA,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",4774,5481,10255,"log odds",NA,"Males and females","European"
"580","Height","LDL cholesterol","Inverse variance weighted",51,0.0200192346916293,0.0209539177603322,0.339378791379745,307.711866334037,50,8.95981874415806e-39,NA,NA,NA,25282103,2014,"Wood AR","GIANT","Anthropometric",NA,NA,253288,"SD (m)",0.0699,"Males and females","European"
"581","Height","LDL cholesterol","MR Egger",51,0.0222665024523437,0.034583889498683,0.522681295679091,313.948446576919,49,2.50297819247859e-40,0.000174391763649674,0.00212248752423568,0.934851130891544,25282103,2014,"Wood AR","GIANT","Anthropometric",NA,NA,253288,"SD (m)",0.0699,"Males and females","European"
"582","Height","LDL cholesterol","Weighted median",51,0.0158651693233343,0.0185373122374256,0.392080436837161,NA,NA,NA,NA,NA,NA,25282103,2014,"Wood AR","GIANT","Anthropometric",NA,NA,253288,"SD (m)",0.0699,"Males and females","European"
"583","Hip circumference","LDL cholesterol","Inverse variance weighted",52,0.0248837034931992,0.0160612831139979,0.121310254609338,122.681999117236,51,7.66625940025514e-08,NA,NA,NA,25673412,2015,"Shungin D","GIANT","Anthropometric",NA,NA,224459,"SD (cm)",8.4548,"Males and females","Mixed"
"584","Hip circumference","LDL cholesterol","MR Egger",52,0.0582406866790979,0.0261513999863793,0.0304756127090822,119.027013861193,50,1.4735694742669e-07,0.00253332195538723,0.00158145344947296,0.115478625363383,25673412,2015,"Shungin D","GIANT","Anthropometric",NA,NA,224459,"SD (cm)",8.4548,"Males and females","Mixed"
"585","Hip circumference","LDL cholesterol","Weighted median",52,0.0391309404070671,0.0159142312518073,0.0139377159107361,NA,NA,NA,NA,NA,NA,25673412,2015,"Shungin D","GIANT","Anthropometric",NA,NA,224459,"SD (cm)",8.4548,"Males and females","Mixed"
"586","Infant head circumference","LDL cholesterol","Inverse variance weighted",51,-0.00678526299939433,0.0419301796701269,0.871445324244,53.2534242642656,50,0.350148711226395,NA,NA,NA,22504419,2012,"Taal HR","EGG","Anthropometric",NA,NA,10768,"SD (cm)",1.519535027,"Males and females","European"
"587","Infant head circumference","LDL cholesterol","MR Egger",51,-0.0821230745024045,0.0676460344951952,0.230562204025943,52.2193582467258,49,0.349973551347614,-0.00586703822050075,0.00415891033472306,0.164645980113736,22504419,2012,"Taal HR","EGG","Anthropometric",NA,NA,10768,"SD (cm)",1.519535027,"Males and females","European"
"588","Infant head circumference","LDL cholesterol","Weighted median",51,-0.0622871969934029,0.0641734276719836,0.331743872262701,NA,NA,NA,NA,NA,NA,22504419,2012,"Taal HR","EGG","Anthropometric",NA,NA,10768,"SD (cm)",1.519535027,"Males and females","European"
"589","Obesity class 1","LDL cholesterol","Inverse variance weighted",51,0.0981708726501109,0.0445722927077867,0.0276293791462373,76.8408997009782,50,0.0086965662898911,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",32858,65839,98697,"log odds",NA,"Males and females","European"
"590","Obesity class 1","LDL cholesterol","MR Egger",51,0.252199444890317,0.0682193681098947,0.000550933274658075,67.2417155539928,49,0.0427916526098867,0.0118919311261253,0.00416867816232742,0.00633235362190243,23563607,2013,"Berndt SI","GIANT","Anthropometric",32858,65839,98697,"log odds",NA,"Males and females","European"
"591","Obesity class 1","LDL cholesterol","Weighted median",51,0.108894554248041,0.05318744332427,0.0406214405324384,NA,NA,NA,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",32858,65839,98697,"log odds",NA,"Males and females","European"
"592","Obesity class 2","LDL cholesterol","Inverse variance weighted",51,-0.00577066321894015,0.0664629210066379,0.930810375112417,69.6970755931615,50,0.0341740974937349,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",9889,62657,72546,"log odds",NA,"Males and females","European"
"593","Obesity class 2","LDL cholesterol","MR Egger",51,0.153031375423617,0.106699900385902,0.157860255179592,66.361993110856,49,0.0498013315462451,0.012140422718154,0.00647749921223284,0.066864967640967,23563607,2013,"Berndt SI","GIANT","Anthropometric",9889,62657,72546,"log odds",NA,"Males and females","European"
"594","Obesity class 2","LDL cholesterol","Weighted median",51,-0.0184321865478139,0.0846960542387459,0.827719392861871,NA,NA,NA,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",9889,62657,72546,"log odds",NA,"Males and females","European"
"595","Obesity class 3","LDL cholesterol","Inverse variance weighted",51,-0.0795642843885333,0.107697789853428,0.460044482522678,50.3615302827051,50,0.459078314477093,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",2896,47468,50364,"log odds",NA,"Males and females","European"
"596","Obesity class 3","LDL cholesterol","MR Egger",51,-0.0850804430456217,0.179862180007417,0.638291312680353,51.387761148859,49,0.380361944886903,-0.000410940281057058,0.0106703887048077,0.969435776661279,23563607,2013,"Berndt SI","GIANT","Anthropometric",2896,47468,50364,"log odds",NA,"Males and females","European"
"597","Obesity class 3","LDL cholesterol","Weighted median",51,-0.0513463533329181,0.174115572806666,0.768071715820051,NA,NA,NA,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",2896,47468,50364,"log odds",NA,"Males and females","European"
"598","Overweight","LDL cholesterol","Inverse variance weighted",51,0.0714964557690594,0.0308874990270644,0.0206272960026413,71.307785523244,50,0.0255240328953363,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",93015,65840,158855,"log odds",NA,"Males and females","European"
"599","Overweight","LDL cholesterol","MR Egger",51,0.168827611596628,0.0482717768987092,0.00100903491408899,64.3046979020722,49,0.0701025181706555,0.00745465533650657,0.0029363518312543,0.0143516241032932,23563607,2013,"Berndt SI","GIANT","Anthropometric",93015,65840,158855,"log odds",NA,"Males and females","European"
"600","Overweight","LDL cholesterol","Weighted median",51,0.118034317474188,0.0371470210576753,0.00148555405567589,NA,NA,NA,NA,NA,NA,23563607,2013,"Berndt SI","GIANT","Anthropometric",93015,65840,158855,"log odds",NA,"Males and females","European"
"601","Sitting height ratio","LDL cholesterol","Inverse variance weighted",45,0.00488432710386608,0.0319798300730642,0.878610026497628,49.4898675776656,44,0.263383720099639,NA,NA,NA,25865494,2015,"Chan",NA,"Anthropometric",NA,NA,21590,"SD",NA,"Males and females","European"
"602","Sitting height ratio","LDL cholesterol","MR Egger",45,0.0398487532941904,0.0551788316644555,0.47409641488725,49.9354590595814,43,0.217072793512012,0.00251182361481308,0.00322300894380609,0.44004712233298,25865494,2015,"Chan",NA,"Anthropometric",NA,NA,21590,"SD",NA,"Males and females","European"
